Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,206.380005,206.880005,204.179993,205.429993,175.515472,121465900
2015-01-05,204.169998,204.369995,201.350006,201.720001,172.345764,169632600
2015-01-06,202.089996,202.720001,198.860001,199.820007,170.722427,209151400
2015-01-07,201.419998,202.720001,200.880005,202.309998,172.849777,125346700
2015-01-08,204.009995,206.160004,203.990005,205.899994,175.917084,147217800
2015-01-09,206.399994,206.419998,203.509995,204.250000,174.507355,158567300
2015-01-12,204.410004,204.600006,201.919998,202.649994,173.140320,144396100
2015-01-13,204.119995,205.479996,200.509995,202.080002,172.653366,214553300
2015-01-14,199.649994,201.100006,198.570007,200.860001,171.611053,192991100
2015-01-15,201.630005,202.009995,198.880005,199.020004,170.038940,176613900
2015-01-16,198.770004,201.820007,198.550003,201.630005,172.268845,211879600
2015-01-20,202.399994,202.720001,200.169998,202.059998,172.636261,130991100
2015-01-21,201.500000,203.660004,200.940002,203.080002,173.507751,122942700
2015-01-22,203.990005,206.259995,202.330002,206.100006,176.087982,174356000
2015-01-23,205.789993,206.100006,204.809998,204.970001,175.122528,117516800
2015-01-26,204.710007,205.559998,203.850006,205.449997,175.532608,92009700
2015-01-27,202.970001,204.119995,201.740005,202.740005,173.217255,134044600
2015-01-28,204.169998,204.289993,199.910004,200.139999,170.995880,168514300
2015-01-29,200.380005,202.300003,198.679993,201.990005,172.576447,173585400
2015-01-30,200.570007,202.169998,199.130005,199.449997,170.406296,197729700
2015-02-02,200.050003,202.029999,197.860001,201.919998,172.516647,163107000
2015-02-03,203.000000,204.850006,202.550003,204.839996,175.011383,124212900
2015-02-04,203.919998,205.380005,203.509995,204.059998,174.345062,134306700
2015-02-05,204.860001,206.300003,204.770004,206.119995,176.105072,97953200
2015-02-06,206.559998,207.240005,204.919998,205.550003,175.618073,125672000
2015-02-09,204.770004,205.639999,204.139999,204.630005,174.832016,87219000
2015-02-10,205.880005,207.119995,204.679993,206.809998,176.694504,96164200
2015-02-11,206.610001,207.449997,205.830002,206.929993,176.797134,91087800
2015-02-12,207.889999,208.990005,206.970001,208.919998,178.497284,97545900
2015-02-13,209.070007,209.839996,208.759995,209.779999,179.232101,93670400
2015-02-17,209.399994,210.320007,209.100006,210.110001,179.514023,76968200
2015-02-18,209.660004,210.220001,209.339996,210.130005,179.531097,80652900
2015-02-19,209.410004,210.419998,209.240005,209.979996,179.402954,91462500
2015-02-20,209.479996,211.330002,208.729996,211.240005,180.479446,140896400
2015-02-23,210.940002,211.210007,210.479996,211.210007,180.453827,74411100
2015-02-24,211.119995,212.050003,210.759995,211.809998,180.966461,72472300
2015-02-25,211.660004,212.240005,211.220001,211.630005,180.812668,73061700
2015-02-26,211.520004,211.710007,210.649994,211.380005,180.599106,72697900
2015-02-27,211.259995,211.580002,210.600006,210.660004,179.983902,108076000
2015-03-02,210.779999,212.059998,210.720001,211.990005,181.120255,87491400
2015-03-03,211.470001,212.050003,210.080002,211.119995,180.376953,110325800
2015-03-04,210.399994,210.490005,209.059998,210.229996,179.616547,114497200
2015-03-05,210.619995,210.800003,209.850006,210.460007,179.813080,76873000
2015-03-06,209.419998,209.940002,207.100006,207.500000,177.284103,188128000
2015-03-09,207.740005,208.789993,207.550003,208.360001,178.018845,89818900
2015-03-10,206.710007,206.809998,204.929993,204.979996,175.131058,157121300
2015-03-11,205.289993,205.500000,204.399994,204.500000,174.720932,110145700
2015-03-12,205.259995,207.179993,205.199997,207.100006,176.942352,93993500
2015-03-13,206.770004,207.929993,204.580002,205.830002,175.857300,162410900
2015-03-16,206.710007,208.690002,205.860001,208.580002,178.206833,136099200
2015-03-17,207.690002,208.419998,206.979996,207.960007,177.677109,94510400
2015-03-18,207.389999,211.270004,206.619995,210.460007,179.813080,228808500
2015-03-19,209.960007,210.470001,209.029999,209.500000,178.992874,117917300
2015-03-20,209.710007,211.020004,209.490005,210.410004,180.572784,177715100
2015-03-23,210.419998,211.110001,210.000000,210.000000,180.220932,71784500
2015-03-24,209.850006,210.399994,208.740005,208.820007,179.208237,77805300
2015-03-25,209.070007,209.350006,205.710007,205.759995,176.582138,159521700
2015-03-26,204.960007,206.369995,204.119995,205.270004,176.161621,153067200
2015-03-27,205.130005,205.949997,204.899994,205.740005,176.565018,118939000
2015-03-30,206.979996,208.610001,206.960007,208.250000,178.719116,96180400
2015-03-31,207.259995,208.100006,206.360001,206.429993,177.157181,126768700
2015-04-01,206.389999,206.419998,204.509995,205.699997,176.530701,137303600
2015-04-02,205.619995,206.979996,205.399994,206.440002,177.165756,86900900
2015-04-06,205.369995,208.449997,205.210007,207.830002,178.358658,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,177.886597,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,178.487396,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,179.276932,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,180.255234,72722900
2015-04-13,209.869995,210.630005,209.029999,209.089996,179.439957,74436600
2015-04-14,208.850006,209.710007,208.100006,209.490005,179.783264,75099900
2015-04-15,210.050003,211.039993,209.949997,210.429993,180.589935,99529300
2015-04-16,210.029999,210.979996,209.789993,210.369995,180.538467,68934900
2015-04-17,208.940002,209.229996,207.009995,207.949997,178.461624,191113200
2015-04-20,209.059998,210.250000,208.960007,209.850006,180.092224,92189500
2015-04-21,210.669998,210.860001,209.240005,209.600006,179.877670,72559800
2015-04-22,210.009995,210.850006,208.899994,210.630005,180.761627,78264600
2015-04-23,210.149994,211.940002,210.009995,211.160004,181.216476,102585900
2015-04-24,211.660004,211.970001,211.110001,211.649994,181.636932,61327400
2015-04-27,212.330002,212.479996,210.539993,210.770004,180.881760,79358100
2015-04-28,210.740005,211.500000,209.330002,211.440002,181.456726,86863500
2015-04-29,210.369995,211.289993,209.600006,210.570007,180.710114,125684900
2015-04-30,209.880005,210.350006,207.619995,208.460007,178.899307,161304900
2015-05-01,209.399994,210.770004,209.279999,210.720001,180.838837,103399700
2015-05-04,211.229996,212.020004,211.100006,211.320007,181.353760,70927200
2015-05-05,211.029999,211.460007,208.729996,208.899994,179.276932,113326200
2015-05-06,209.559998,209.929993,206.759995,208.039993,178.538864,135060200
2015-05-07,207.919998,209.380005,207.520004,208.869995,179.251114,88244900
2015-05-08,210.880005,211.860001,210.779999,211.619995,181.611206,155877300
2015-05-11,211.570007,211.889999,210.520004,210.610001,180.744431,75708100
2015-05-12,209.610001,210.630005,208.619995,209.979996,180.203751,119727600
2015-05-13,210.470001,211.220001,209.740005,210.020004,180.238098,94667900
2015-05-14,211.240005,212.320007,210.910004,212.210007,182.117569,95934000
2015-05-15,212.440002,212.610001,211.860001,212.440002,182.314911,76510100
2015-05-18,212.240005,213.399994,212.160004,213.100006,182.881332,74549700
2015-05-19,213.240005,213.570007,212.690002,213.029999,182.821228,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,182.692551,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,183.224655,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,182.786972,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,180.821594,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,182.538101,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,182.332092,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,181.199280,124919600
2015-06-01,211.940002,212.339996,210.619995,211.570007,181.568298,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,181.388107,91531000
2015-06-03,212.000000,212.669998,211.330002,211.919998,181.868713,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,180.332504,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,180.023560,121704700
2015-06-08,209.639999,209.820007,208.389999,208.479996,178.916473,89063300
2015-06-09,208.449997,209.100006,207.690002,208.449997,178.890747,105034700
2015-06-10,209.369995,211.410004,209.300003,210.949997,181.036179,134551300
2015-06-11,211.479996,212.089996,211.199997,211.630005,181.619781,73876400
2015-06-12,210.639999,211.479996,209.679993,210.009995,180.229477,135382400
2015-06-15,208.639999,209.449997,207.789993,209.110001,179.457153,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,180.435501,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,180.727249,126708600
2015-06-18,211.309998,213.339996,210.630005,212.779999,182.606720,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,181.796097,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,182.727432,70696000
2015-06-23,212.139999,212.440002,211.570007,212.039993,182.856812,68476800
2015-06-24,211.720001,212.169998,210.470001,210.500000,181.528778,92307300
2015-06-25,211.100006,211.250000,209.770004,209.860001,180.976791,97107400
